Cameron Healthcare Partners - General Ledger
January 1 - December 31, 2025

Date,Account,Debit,Credit,Voucher Type,Voucher No,Against,Party,Remarks
2025-11-12,111006 - Mercury Checking (CHP-4128) - CHP,,742.00,Journal Entry,ACC-JV-2026-00124,420272 - Care RCM (Peter Park) - CHP,,Note: Payoneer Inc.
2025-11-12,111006 - Mercury Checking (CHP-4128) - CHP,,550.16,Journal Entry,ACC-JV-2026-00125,420062 - Liability Insurance - CHP,,Note: AFCO DIRECT
2025-11-12,111006 - Mercury Checking (CHP-4128) - CHP,,"2,000.00",Journal Entry,ACC-JV-2026-00126,420309 - Parasol - CHP,,Note: Parasol (Parasol Labs LLC)
2025-11-12,111006 - Mercury Checking (CHP-4128) - CHP,,10.00,Journal Entry,ACC-JV-2026-00127,420214 - Software & Apps - CHP,,Note: Microsoft
2025-11-12,111006 - Mercury Checking (CHP-4128) - CHP,,27.22,Journal Entry,ACC-JV-2026-00128,420214 - Software & Apps - CHP,,Note: Replit
2025-11-12,111006 - Mercury Checking (CHP-4128) - CHP,,533.13,Journal Entry,ACC-JV-2026-00129,420002 - Building & Property Rent - CHP,,Note: From Here & Bean There
2025-11-12,111006 - Mercury Checking (CHP-4128) - CHP,"12,000.00",,Journal Entry,ACC-JV-2026-00157,Integrative Mind PC,,Note: Integrative Mind
2025-11-12,112000 - Accounts Receivable (A/R) - CHP,,"12,000.00",Journal Entry,ACC-JV-2026-00157,111006 - Mercury Checking (CHP-4128) - CHP,Integrative Mind PC,Note: Integrative Mind
2025-11-12,420002 - Building & Property Rent - CHP,533.13,,Journal Entry,ACC-JV-2026-00129,111006 - Mercury Checking (CHP-4128) - CHP,,Note: From Here & Bean There
2025-11-12,420062 - Liability Insurance - CHP,550.16,,Journal Entry,ACC-JV-2026-00125,111006 - Mercury Checking (CHP-4128) - CHP,,Note: AFCO DIRECT
2025-11-12,420214 - Software & Apps - CHP,10.00,,Journal Entry,ACC-JV-2026-00127,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Microsoft
2025-11-12,420214 - Software & Apps - CHP,27.22,,Journal Entry,ACC-JV-2026-00128,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Replit
2025-11-12,420272 - Care RCM (Peter Park) - CHP,742.00,,Journal Entry,ACC-JV-2026-00124,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Payoneer Inc.
2025-11-12,420309 - Parasol - CHP,"2,000.00",,Journal Entry,ACC-JV-2026-00126,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Parasol (Parasol Labs LLC)
2025-11-14,111006 - Mercury Checking (CHP-4128) - CHP,,"5,180.35",Journal Entry,ACC-JV-2026-00121,211799 - Payroll Clearing Account - CHP,,Note: RIPPLING PAYMENT
2025-11-14,111006 - Mercury Checking (CHP-4128) - CHP,,"1,485.53",Journal Entry,ACC-JV-2026-00122,211799 - Payroll Clearing Account - CHP,,Note: RIPPLING PAYMENT
2025-11-14,111006 - Mercury Checking (CHP-4128) - CHP,,500.00,Journal Entry,ACC-JV-2026-00123,420306 - Google Search Ad Spend - CHP,,Note: Google
2025-11-14,211799 - Payroll Clearing Account - CHP,"5,180.35",,Journal Entry,ACC-JV-2026-00121,111006 - Mercury Checking (CHP-4128) - CHP,,Note: RIPPLING PAYMENT
2025-11-14,211799 - Payroll Clearing Account - CHP,"1,485.53",,Journal Entry,ACC-JV-2026-00122,111006 - Mercury Checking (CHP-4128) - CHP,,Note: RIPPLING PAYMENT
2025-11-14,420306 - Google Search Ad Spend - CHP,500.00,,Journal Entry,ACC-JV-2026-00123,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Google
2025-11-15,111006 - Mercury Checking (CHP-4128) - CHP,,"2,000.00",Journal Entry,ACC-JV-2026-00119,420301 - TMS Marketing Solutions Monthly - CHP,,Note: TMS Marketing Solutions
2025-11-15,111006 - Mercury Checking (CHP-4128) - CHP,,580.00,Journal Entry,ACC-JV-2026-00120,420301 - TMS Marketing Solutions Monthly - CHP,,Note: Leo Cook Digital
2025-11-15,420301 - TMS Marketing Solutions Monthly - CHP,"2,000.00",,Journal Entry,ACC-JV-2026-00119,111006 - Mercury Checking (CHP-4128) - CHP,,Note: TMS Marketing Solutions
2025-11-15,420301 - TMS Marketing Solutions Monthly - CHP,580.00,,Journal Entry,ACC-JV-2026-00120,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Leo Cook Digital
2025-11-16,111006 - Mercury Checking (CHP-4128) - CHP,,57.16,Journal Entry,ACC-JV-2026-00118,420214 - Software & Apps - CHP,,Note: Slack
2025-11-16,420214 - Software & Apps - CHP,57.16,,Journal Entry,ACC-JV-2026-00118,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Slack
2025-11-17,111006 - Mercury Checking (CHP-4128) - CHP,,500.00,Journal Entry,ACC-JV-2026-00117,420306 - Google Search Ad Spend - CHP,,Note: Google
2025-11-17,420306 - Google Search Ad Spend - CHP,500.00,,Journal Entry,ACC-JV-2026-00117,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Google
2025-11-18,111006 - Mercury Checking (CHP-4128) - CHP,,996.32,Journal Entry,ACC-JV-2026-00114,211799 - Payroll Clearing Account - CHP,,Note: RIPPLING PAYMENT
2025-11-18,111006 - Mercury Checking (CHP-4128) - CHP,,380.91,Journal Entry,ACC-JV-2026-00115,211799 - Payroll Clearing Account - CHP,,Note: RIPPLING PAYMENT
2025-11-18,111006 - Mercury Checking (CHP-4128) - CHP,,829.00,Journal Entry,ACC-JV-2026-00116,"211721 - Medical Deductions - Employee Deduction Liabilities - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP",,Note: BENEFITHEALTHPLA
2025-11-18,111006 - Mercury Checking (CHP-4128) - CHP,996.32,,Journal Entry,ACC-JV-2026-00378,211799 - Payroll Clearing Account - CHP,,Note: Clearing correction for ACC-JV-2026-00114. Eden Tran Nov 1-15 (net pay) - ACC-JV-2026-00311 cr
2025-11-18,111006 - Mercury Checking (CHP-4128) - CHP,380.91,,Journal Entry,ACC-JV-2026-00379,211799 - Payroll Clearing Account - CHP,,Note: Clearing correction for ACC-JV-2026-00115. Eden Tran Nov 1-15 (taxes) - ACC-JV-2026-00311 cred
2025-11-18,211711 - Medical Deductions - Employer Contribution Liabilities - CHP,500.00,,Journal Entry,ACC-JV-2026-00116,111006 - Mercury Checking (CHP-4128) - CHP,,Note: BENEFITHEALTHPLA
2025-11-18,211711 - Medical Deductions - Employer Contribution Liabilities - CHP,,250.00,Journal Entry,ACC-JV-2026-00369,"420132 - Employer Medicare Tax - CHP, 420104 - Salary - CHP, 420131 - Social Security - Employer - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP",,Note: [Rippling] Employee net pay for check date 11/18/2025
2025-11-18,211711 - Medical Deductions - Employer Contribution Liabilities - CHP,,250.00,Journal Entry,ACC-JV-2026-00369,"420132 - Employer Medicare Tax - CHP, 420104 - Salary - CHP, 420131 - Social Security - Employer - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP",,Note: [Rippling] Employee net pay for check date 11/18/2025
2025-11-18,211721 - Medical Deductions - Employee Deduction Liabilities - CHP,329.00,,Journal Entry,ACC-JV-2026-00116,111006 - Mercury Checking (CHP-4128) - CHP,,Note: BENEFITHEALTHPLA
2025-11-18,211721 - Medical Deductions - Employee Deduction Liabilities - CHP,,319.50,Journal Entry,ACC-JV-2026-00369,"420132 - Employer Medicare Tax - CHP, 420104 - Salary - CHP, 420131 - Social Security - Employer - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP",,Note: [Rippling] Employee net pay for check date 11/18/2025
2025-11-18,211721 - Medical Deductions - Employee Deduction Liabilities - CHP,,164.50,Journal Entry,ACC-JV-2026-00369,"420132 - Employer Medicare Tax - CHP, 420104 - Salary - CHP, 420131 - Social Security - Employer - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP",,Note: [Rippling] Employee net pay for check date 11/18/2025
2025-11-18,211721 - Medical Deductions - Employee Deduction Liabilities - CHP,,0.01,Journal Entry,ACC-JV-2026-00369,"420132 - Employer Medicare Tax - CHP, 420104 - Salary - CHP, 420131 - Social Security - Employer - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP",,Note: [Rippling] Employee net pay for check date 11/18/2025
2025-11-18,211721 - Medical Deductions - Employee Deduction Liabilities - CHP,,0.04,Journal Entry,ACC-JV-2026-00369,"420132 - Employer Medicare Tax - CHP, 420104 - Salary - CHP, 420131 - Social Security - Employer - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP",,Note: [Rippling] Employee net pay for check date 11/18/2025
2025-11-18,211722 - Dental Deductions - Employee Deduction Liabilities - CHP,,109.21,Journal Entry,ACC-JV-2026-00369,"420132 - Employer Medicare Tax - CHP, 420104 - Salary - CHP, 420131 - Social Security - Employer - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP",,Note: [Rippling] Employee net pay for check date 11/18/2025
2025-11-18,211722 - Dental Deductions - Employee Deduction Liabilities - CHP,,74.09,Journal Entry,ACC-JV-2026-00369,"420132 - Employer Medicare Tax - CHP, 420104 - Salary - CHP, 420131 - Social Security - Employer - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP",,Note: [Rippling] Employee net pay for check date 11/18/2025
2025-11-18,211799 - Payroll Clearing Account - CHP,996.32,,Journal Entry,ACC-JV-2026-00114,111006 - Mercury Checking (CHP-4128) - CHP,,Note: RIPPLING PAYMENT
2025-11-18,211799 - Payroll Clearing Account - CHP,380.91,,Journal Entry,ACC-JV-2026-00115,111006 - Mercury Checking (CHP-4128) - CHP,,Note: RIPPLING PAYMENT
2025-11-18,211799 - Payroll Clearing Account - CHP,,"5,180.35",Journal Entry,ACC-JV-2026-00369,"420132 - Employer Medicare Tax - CHP, 420104 - Salary - CHP, 420131 - Social Security - Employer - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP",,Note: [Rippling] Employee net pay for check date 11/18/2025
2025-11-18,211799 - Payroll Clearing Account - CHP,,"1,485.53",Journal Entry,ACC-JV-2026-00369,"420132 - Employer Medicare Tax - CHP, 420104 - Salary - CHP, 420131 - Social Security - Employer - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP",,Note: [Rippling] Employee net pay for check date 11/18/2025
2025-11-18,211799 - Payroll Clearing Account - CHP,,996.32,Journal Entry,ACC-JV-2026-00378,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Clearing correction for ACC-JV-2026-00114. Eden Tran Nov 1-15 (net pay) - ACC-JV-2026-00311 cr
2025-11-18,211799 - Payroll Clearing Account - CHP,,380.91,Journal Entry,ACC-JV-2026-00379,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Clearing correction for ACC-JV-2026-00115. Eden Tran Nov 1-15 (taxes) - ACC-JV-2026-00311 cred
2025-11-18,420104 - Salary - CHP,"1,458.33",,Journal Entry,ACC-JV-2026-00369,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211799 - Payroll Clearing Account - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,Note: [Rippling] Employee net pay for check date 11/18/2025
2025-11-18,420104 - Salary - CHP,"3,958.33",,Journal Entry,ACC-JV-2026-00369,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211799 - Payroll Clearing Account - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,Note: [Rippling] Employee net pay for check date 11/18/2025
2025-11-18,420104 - Salary - CHP,"1,458.33",,Journal Entry,ACC-JV-2026-00369,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211799 - Payroll Clearing Account - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,Note: [Rippling] Employee net pay for check date 11/18/2025
2025-11-18,420131 - Social Security - Employer - CHP,63.84,,Journal Entry,ACC-JV-2026-00369,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211799 - Payroll Clearing Account - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,Note: [Rippling] Employee net pay for check date 11/18/2025
2025-11-18,420131 - Social Security - Employer - CHP,230.62,,Journal Entry,ACC-JV-2026-00369,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211799 - Payroll Clearing Account - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,Note: [Rippling] Employee net pay for check date 11/18/2025
2025-11-18,420131 - Social Security - Employer - CHP,90.42,,Journal Entry,ACC-JV-2026-00369,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211799 - Payroll Clearing Account - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,Note: [Rippling] Employee net pay for check date 11/18/2025
2025-11-18,420132 - Employer Medicare Tax - CHP,14.93,,Journal Entry,ACC-JV-2026-00369,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211799 - Payroll Clearing Account - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,Note: [Rippling] Employee net pay for check date 11/18/2025
2025-11-18,420132 - Employer Medicare Tax - CHP,53.94,,Journal Entry,ACC-JV-2026-00369,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211799 - Payroll Clearing Account - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,Note: [Rippling] Employee net pay for check date 11/18/2025
2025-11-18,420132 - Employer Medicare Tax - CHP,21.15,,Journal Entry,ACC-JV-2026-00369,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211799 - Payroll Clearing Account - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,Note: [Rippling] Employee net pay for check date 11/18/2025
2025-11-18,420153 - Medical Deductions - Employer Contribution Expenses - CHP,250.00,,Journal Entry,ACC-JV-2026-00369,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211799 - Payroll Clearing Account - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,Note: [Rippling] Employee net pay for check date 11/18/2025
2025-11-18,420153 - Medical Deductions - Employer Contribution Expenses - CHP,250.00,,Journal Entry,ACC-JV-2026-00369,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211799 - Payroll Clearing Account - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,Note: [Rippling] Employee net pay for check date 11/18/2025
2025-11-18,420199 - Garnishment and Taxes not paid by Rippling - CHP,,1.30,Journal Entry,ACC-JV-2026-00369,"420132 - Employer Medicare Tax - CHP, 420104 - Salary - CHP, 420131 - Social Security - Employer - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP",,Note: [Rippling] Employee net pay for check date 11/18/2025
2025-11-18,420199 - Garnishment and Taxes not paid by Rippling - CHP,,15.36,Journal Entry,ACC-JV-2026-00369,"420132 - Employer Medicare Tax - CHP, 420104 - Salary - CHP, 420131 - Social Security - Employer - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP",,Note: [Rippling] Employee net pay for check date 11/18/2025
2025-11-21,111006 - Mercury Checking (CHP-4128) - CHP,,"1,067.53",Journal Entry,ACC-JV-2026-00111,"211721 - Medical Deductions - Employee Deduction Liabilities - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP",,Note: KMG Services LLC
2025-11-21,111006 - Mercury Checking (CHP-4128) - CHP,,68.66,Journal Entry,ACC-JV-2026-00112,420083 - Team Meals - CHP,,Note: Chipotle Mexican Grill
2025-11-21,111006 - Mercury Checking (CHP-4128) - CHP,,81.61,Journal Entry,ACC-JV-2026-00113,420091 - Office Supplies - CHP,,Note: True Value
2025-11-21,111006 - Mercury Checking (CHP-4128) - CHP,,996.32,Journal Entry,ACC-JV-2026-00311,"420133 - Federal Unemployment Insurance Tax - CHP, 420139 - State Unemployment Insurance Tax - NY - CHP, 420105 - Base Pay - CHP, 420132 - Employer Medicare Tax - CHP, 420138 - New York Re-Employment Service Fund - CHP, 420131 - Social Security - Employer - CHP",,Note: [Rippling] Employee net pay for check date 11/21/2025
2025-11-21,111006 - Mercury Checking (CHP-4128) - CHP,,380.91,Journal Entry,ACC-JV-2026-00311,"420133 - Federal Unemployment Insurance Tax - CHP, 420139 - State Unemployment Insurance Tax - NY - CHP, 420105 - Base Pay - CHP, 420132 - Employer Medicare Tax - CHP, 420138 - New York Re-Employment Service Fund - CHP, 420131 - Social Security - Employer - CHP",,Note: [Rippling] Employee net pay for check date 11/21/2025
2025-11-21,211711 - Medical Deductions - Employer Contribution Liabilities - CHP,500.00,,Journal Entry,ACC-JV-2026-00111,111006 - Mercury Checking (CHP-4128) - CHP,,Note: KMG Services LLC
2025-11-21,211721 - Medical Deductions - Employee Deduction Liabilities - CHP,567.53,,Journal Entry,ACC-JV-2026-00111,111006 - Mercury Checking (CHP-4128) - CHP,,Note: KMG Services LLC
2025-11-21,420083 - Team Meals - CHP,68.66,,Journal Entry,ACC-JV-2026-00112,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Chipotle Mexican Grill
2025-11-21,420091 - Office Supplies - CHP,81.61,,Journal Entry,ACC-JV-2026-00113,111006 - Mercury Checking (CHP-4128) - CHP,,Note: True Value
2025-11-21,420105 - Base Pay - CHP,"1,231.25",,Journal Entry,ACC-JV-2026-00311,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 111006 - Mercury Checking (CHP-4128) - CHP",,Note: [Rippling] Employee net pay for check date 11/21/2025
2025-11-21,420131 - Social Security - Employer - CHP,76.34,,Journal Entry,ACC-JV-2026-00311,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 111006 - Mercury Checking (CHP-4128) - CHP",,Note: [Rippling] Employee net pay for check date 11/21/2025
2025-11-21,420132 - Employer Medicare Tax - CHP,17.85,,Journal Entry,ACC-JV-2026-00311,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 111006 - Mercury Checking (CHP-4128) - CHP",,Note: [Rippling] Employee net pay for check date 11/21/2025
2025-11-21,420133 - Federal Unemployment Insurance Tax - CHP,7.39,,Journal Entry,ACC-JV-2026-00311,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 111006 - Mercury Checking (CHP-4128) - CHP",,Note: [Rippling] Employee net pay for check date 11/21/2025
2025-11-21,420138 - New York Re-Employment Service Fund - CHP,0.92,,Journal Entry,ACC-JV-2026-00311,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 111006 - Mercury Checking (CHP-4128) - CHP",,Note: [Rippling] Employee net pay for check date 11/21/2025
2025-11-21,420139 - State Unemployment Insurance Tax - NY - CHP,49.56,,Journal Entry,ACC-JV-2026-00311,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 111006 - Mercury Checking (CHP-4128) - CHP",,Note: [Rippling] Employee net pay for check date 11/21/2025
2025-11-21,420199 - Garnishment and Taxes not paid by Rippling - CHP,,1.30,Journal Entry,ACC-JV-2026-00311,"420133 - Federal Unemployment Insurance Tax - CHP, 420139 - State Unemployment Insurance Tax - NY - CHP, 420105 - Base Pay - CHP, 420132 - Employer Medicare Tax - CHP, 420138 - New York Re-Employment Service Fund - CHP, 420131 - Social Security - Employer - CHP",,Note: [Rippling] Employee net pay for check date 11/21/2025
2025-11-21,420199 - Garnishment and Taxes not paid by Rippling - CHP,,4.78,Journal Entry,ACC-JV-2026-00311,"420133 - Federal Unemployment Insurance Tax - CHP, 420139 - State Unemployment Insurance Tax - NY - CHP, 420105 - Base Pay - CHP, 420132 - Employer Medicare Tax - CHP, 420138 - New York Re-Employment Service Fund - CHP, 420131 - Social Security - Employer - CHP",,Note: [Rippling] Employee net pay for check date 11/21/2025
2025-11-22,111006 - Mercury Checking (CHP-4128) - CHP,,19.08,Journal Entry,ACC-JV-2026-00109,420214 - Software & Apps - CHP,,Note: Microsoft
2025-11-22,111006 - Mercury Checking (CHP-4128) - CHP,,500.00,Journal Entry,ACC-JV-2026-00110,420306 - Google Search Ad Spend - CHP,,Note: Google
2025-11-22,420214 - Software & Apps - CHP,19.08,,Journal Entry,ACC-JV-2026-00109,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Microsoft
2025-11-22,420306 - Google Search Ad Spend - CHP,500.00,,Journal Entry,ACC-JV-2026-00110,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Google
2025-11-24,111006 - Mercury Checking (CHP-4128) - CHP,,31.57,Journal Entry,ACC-JV-2026-00107,420214 - Software & Apps - CHP,,Note: Ahrefs
2025-11-24,111006 - Mercury Checking (CHP-4128) - CHP,,34.30,Journal Entry,ACC-JV-2026-00108,420214 - Software & Apps - CHP,,Note: Roam HQ
2025-11-24,420214 - Software & Apps - CHP,31.57,,Journal Entry,ACC-JV-2026-00107,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Ahrefs
2025-11-24,420214 - Software & Apps - CHP,34.30,,Journal Entry,ACC-JV-2026-00108,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Roam HQ
2025-11-25,111006 - Mercury Checking (CHP-4128) - CHP,,"1,485.53",Journal Entry,ACC-JV-2026-00105,211799 - Payroll Clearing Account - CHP,,Note: RIPPLING PAYMENT
2025-11-25,111006 - Mercury Checking (CHP-4128) - CHP,,"5,180.44",Journal Entry,ACC-JV-2026-00106,211799 - Payroll Clearing Account - CHP,,Note: RIPPLING PAYMENT
2025-11-25,211799 - Payroll Clearing Account - CHP,"1,485.53",,Journal Entry,ACC-JV-2026-00105,111006 - Mercury Checking (CHP-4128) - CHP,,Note: RIPPLING PAYMENT
2025-11-25,211799 - Payroll Clearing Account - CHP,"5,180.44",,Journal Entry,ACC-JV-2026-00106,111006 - Mercury Checking (CHP-4128) - CHP,,Note: RIPPLING PAYMENT
2025-11-26,111006 - Mercury Checking (CHP-4128) - CHP,,9.53,Journal Entry,ACC-JV-2026-00101,420214 - Software & Apps - CHP,,Note: Slack
2025-11-26,111006 - Mercury Checking (CHP-4128) - CHP,"12,000.00",,Journal Entry,ACC-JV-2026-00102,Integrative Mind PC,,Note: INTEGRATIVE MEDI
2025-11-26,111006 - Mercury Checking (CHP-4128) - CHP,,36.90,Journal Entry,ACC-JV-2026-00103,420081 - Meals with Clients - CHP,,Note: Doughnut Plant
2025-11-26,111006 - Mercury Checking (CHP-4128) - CHP,,39.00,Journal Entry,ACC-JV-2026-00104,420002 - Building & Property Rent - CHP,,Note: WeWork
2025-11-26,112000 - Accounts Receivable (A/R) - CHP,,"12,000.00",Journal Entry,ACC-JV-2026-00102,111006 - Mercury Checking (CHP-4128) - CHP,Integrative Mind PC,Note: INTEGRATIVE MEDI
2025-11-26,420002 - Building & Property Rent - CHP,39.00,,Journal Entry,ACC-JV-2026-00104,111006 - Mercury Checking (CHP-4128) - CHP,,Note: WeWork
2025-11-26,420081 - Meals with Clients - CHP,36.90,,Journal Entry,ACC-JV-2026-00103,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Doughnut Plant
2025-11-26,420214 - Software & Apps - CHP,9.53,,Journal Entry,ACC-JV-2026-00101,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Slack
2025-11-27,111006 - Mercury Checking (CHP-4128) - CHP,,500.00,Journal Entry,ACC-JV-2026-00100,420306 - Google Search Ad Spend - CHP,,Note: Google
2025-11-27,420306 - Google Search Ad Spend - CHP,500.00,,Journal Entry,ACC-JV-2026-00100,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Google
2025-11-28,111006 - Mercury Checking (CHP-4128) - CHP,,229.07,Journal Entry,ACC-JV-2026-00097,211799 - Payroll Clearing Account - CHP,,Note: Nu Era Benefits
2025-11-28,111006 - Mercury Checking (CHP-4128) - CHP,,891.96,Journal Entry,ACC-JV-2026-00098,211799 - Payroll Clearing Account - CHP,,Note: RIPPLING PAYMENT
2025-11-28,111006 - Mercury Checking (CHP-4128) - CHP,,500.61,Journal Entry,ACC-JV-2026-00099,211799 - Payroll Clearing Account - CHP,,Note: RIPPLING PAYMENT
2025-11-28,111006 - Mercury Checking (CHP-4128) - CHP,500.61,,Journal Entry,ACC-JV-2026-00385,211799 - Payroll Clearing Account - CHP,,Note: PAYROLL_CORRECTION: Dr 111006 / Cr 211799 for Severance Eden Tran taxes (check date 12/02/2025
2025-11-28,111006 - Mercury Checking (CHP-4128) - CHP,891.96,,Journal Entry,ACC-JV-2026-00384,211799 - Payroll Clearing Account - CHP,,Note: PAYROLL_CORRECTION: Dr 111006 / Cr 211799 for Severance Eden Tran net pay (check date 12/02/20
2025-11-28,211711 - Medical Deductions - Employer Contribution Liabilities - CHP,,250.00,Journal Entry,ACC-JV-2026-00366,"420132 - Employer Medicare Tax - CHP, 420104 - Salary - CHP, 420131 - Social Security - Employer - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP",,Note: [Rippling] Employee net pay for check date 11/28/2025
2025-11-28,211711 - Medical Deductions - Employer Contribution Liabilities - CHP,,250.00,Journal Entry,ACC-JV-2026-00366,"420132 - Employer Medicare Tax - CHP, 420104 - Salary - CHP, 420131 - Social Security - Employer - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP",,Note: [Rippling] Employee net pay for check date 11/28/2025
2025-11-28,211721 - Medical Deductions - Employee Deduction Liabilities - CHP,,319.50,Journal Entry,ACC-JV-2026-00366,"420132 - Employer Medicare Tax - CHP, 420104 - Salary - CHP, 420131 - Social Security - Employer - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP",,Note: [Rippling] Employee net pay for check date 11/28/2025
2025-11-28,211721 - Medical Deductions - Employee Deduction Liabilities - CHP,,164.50,Journal Entry,ACC-JV-2026-00366,"420132 - Employer Medicare Tax - CHP, 420104 - Salary - CHP, 420131 - Social Security - Employer - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP",,Note: [Rippling] Employee net pay for check date 11/28/2025
2025-11-28,211722 - Dental Deductions - Employee Deduction Liabilities - CHP,229.07,,Journal Entry,ACC-JV-2026-00364,211799 - Payroll Clearing Account - CHP,,Note: Nu Era resolution for ACC-JV-2026-00097. Nu Era Benefits Nov - clear from 211799 to 211722
2025-11-28,211722 - Dental Deductions - Employee Deduction Liabilities - CHP,,109.21,Journal Entry,ACC-JV-2026-00366,"420132 - Employer Medicare Tax - CHP, 420104 - Salary - CHP, 420131 - Social Security - Employer - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP",,Note: [Rippling] Employee net pay for check date 11/28/2025
