Cameron Healthcare Partners - General Ledger
January 1 - December 31, 2025

Date,Account,Debit,Credit,Voucher Type,Voucher No,Against,Party,Remarks
2025-08-28,211722 - Dental Deductions - Employee Deduction Liabilities - CHP,271.38,,Journal Entry,ACC-JV-2026-00361,211799 - Payroll Clearing Account - CHP,,Note: Nu Era resolution for ACC-JV-2025-00600. Nu Era Benefits Aug - clear from 211799 to 211722
2025-08-28,211799 - Payroll Clearing Account - CHP,271.38,,Journal Entry,ACC-JV-2025-00600,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Nu Era Benefits
2025-08-28,211799 - Payroll Clearing Account - CHP,,271.38,Journal Entry,ACC-JV-2026-00361,211722 - Dental Deductions - Employee Deduction Liabilities - CHP,,Note: Nu Era resolution for ACC-JV-2025-00600. Nu Era Benefits Aug - clear from 211799 to 211722
2025-08-29,111006 - Mercury Checking (CHP-4128) - CHP,,"2,220.00",Journal Entry,ACC-JV-2025-00598,420002 - Building & Property Rent - CHP,,"Note: MB7 Chase Account (Mind Body Psychiatry, P.C.)"
2025-08-29,111006 - Mercury Checking (CHP-4128) - CHP,,"2,542.79",Journal Entry,ACC-JV-2025-00599,411005 - Equipment Rental - COGS - CHP,,"Note: MB7 TD Bank Account (Mind Body Psychiatry, P.C.)"
2025-08-29,111006 - Mercury Checking (CHP-4128) - CHP,,"7,799.47",Journal Entry,ACC-JV-2025-00636,"420136 - State Unemployment Insurance Tax - NJ - CHP, 420132 - Employer Medicare Tax - CHP, 420137 - New Jersey Employer SDI - CHP, 420135 - NJ Work Force Development/Supplemental Work Force - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP, 420131 - Social Security - Employer - CHP, 420104 - Salary - CHP",,"[Rippling] Employee net pay for check date 08/29/2025
Note: [Rippling] Employee net pay for check da"
2025-08-29,111006 - Mercury Checking (CHP-4128) - CHP,,"2,567.30",Journal Entry,ACC-JV-2025-00636,"420136 - State Unemployment Insurance Tax - NJ - CHP, 420132 - Employer Medicare Tax - CHP, 420137 - New Jersey Employer SDI - CHP, 420135 - NJ Work Force Development/Supplemental Work Force - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP, 420131 - Social Security - Employer - CHP, 420104 - Salary - CHP",,"[Rippling] Payroll taxes paid via Rippling for check date 08/29/2025
Note: [Rippling] Employee net p"
2025-08-29,211711 - Medical Deductions - Employer Contribution Liabilities - CHP,,250.00,Journal Entry,ACC-JV-2025-00636,"420136 - State Unemployment Insurance Tax - NJ - CHP, 420132 - Employer Medicare Tax - CHP, 420137 - New Jersey Employer SDI - CHP, 420135 - NJ Work Force Development/Supplemental Work Force - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP, 420131 - Social Security - Employer - CHP, 420104 - Salary - CHP",,[Rippling] Medical Deductions (contribution) liability for Soon Hyouk Lee. Payroll run: Aug 16th - A
2025-08-29,211711 - Medical Deductions - Employer Contribution Liabilities - CHP,,250.00,Journal Entry,ACC-JV-2025-00636,"420136 - State Unemployment Insurance Tax - NJ - CHP, 420132 - Employer Medicare Tax - CHP, 420137 - New Jersey Employer SDI - CHP, 420135 - NJ Work Force Development/Supplemental Work Force - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP, 420131 - Social Security - Employer - CHP, 420104 - Salary - CHP",,[Rippling] Medical Deductions (contribution) liability for Vanessa Jane Quesnelle. Payroll run: Aug 
2025-08-29,211721 - Medical Deductions - Employee Deduction Liabilities - CHP,,319.50,Journal Entry,ACC-JV-2025-00636,"420136 - State Unemployment Insurance Tax - NJ - CHP, 420132 - Employer Medicare Tax - CHP, 420137 - New Jersey Employer SDI - CHP, 420135 - NJ Work Force Development/Supplemental Work Force - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP, 420131 - Social Security - Employer - CHP, 420104 - Salary - CHP",,[Rippling] Medical Deductions (deduction) for Soon Hyouk Lee. Payroll run: Aug 16th - Aug 31st: Came
2025-08-29,211721 - Medical Deductions - Employee Deduction Liabilities - CHP,,164.50,Journal Entry,ACC-JV-2025-00636,"420136 - State Unemployment Insurance Tax - NJ - CHP, 420132 - Employer Medicare Tax - CHP, 420137 - New Jersey Employer SDI - CHP, 420135 - NJ Work Force Development/Supplemental Work Force - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP, 420131 - Social Security - Employer - CHP, 420104 - Salary - CHP",,[Rippling] Medical Deductions (deduction) for Vanessa Jane Quesnelle. Payroll run: Aug 16th - Aug 31
2025-08-29,211722 - Dental Deductions - Employee Deduction Liabilities - CHP,,109.21,Journal Entry,ACC-JV-2025-00636,"420136 - State Unemployment Insurance Tax - NJ - CHP, 420132 - Employer Medicare Tax - CHP, 420137 - New Jersey Employer SDI - CHP, 420135 - NJ Work Force Development/Supplemental Work Force - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP, 420131 - Social Security - Employer - CHP, 420104 - Salary - CHP",,[Rippling] Dental Deductions (deduction) for Soon Hyouk Lee. Payroll run: Aug 16th - Aug 31st: Camer
2025-08-29,211722 - Dental Deductions - Employee Deduction Liabilities - CHP,,74.08,Journal Entry,ACC-JV-2025-00636,"420136 - State Unemployment Insurance Tax - NJ - CHP, 420132 - Employer Medicare Tax - CHP, 420137 - New Jersey Employer SDI - CHP, 420135 - NJ Work Force Development/Supplemental Work Force - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP, 420131 - Social Security - Employer - CHP, 420104 - Salary - CHP",,[Rippling] Dental Deductions (deduction) for Vanessa Jane Quesnelle. Payroll run: Aug 16th - Aug 31s
2025-08-29,411005 - Equipment Rental - COGS - CHP,"2,542.79",,Journal Entry,ACC-JV-2025-00599,111006 - Mercury Checking (CHP-4128) - CHP,,"Note: MB7 TD Bank Account (Mind Body Psychiatry, P.C.)"
2025-08-29,420002 - Building & Property Rent - CHP,"2,220.00",,Journal Entry,ACC-JV-2025-00598,111006 - Mercury Checking (CHP-4128) - CHP,,"Note: MB7 Chase Account (Mind Body Psychiatry, P.C.)"
2025-08-29,420104 - Salary - CHP,"3,125.00",,Journal Entry,ACC-JV-2025-00636,"211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 111006 - Mercury Checking (CHP-4128) - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Salary for Soon Hyouk Lee. Payroll run: Aug 16th - Aug 31st: Cameron Healthcare Partners 
2025-08-29,420104 - Salary - CHP,"3,958.33",,Journal Entry,ACC-JV-2025-00636,"211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 111006 - Mercury Checking (CHP-4128) - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Salary for Vanessa Jane Quesnelle. Payroll run: Aug 16th - Aug 31st: Cameron Healthcare P
2025-08-29,420104 - Salary - CHP,"3,125.00",,Journal Entry,ACC-JV-2025-00636,"211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 111006 - Mercury Checking (CHP-4128) - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Salary for Jonathan Venuto. Payroll run: Aug 16th - Aug 31st: Cameron Healthcare Partners
2025-08-29,420131 - Social Security - Employer - CHP,167.17,,Journal Entry,ACC-JV-2025-00636,"211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 111006 - Mercury Checking (CHP-4128) - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Social Security - Employer for Soon Hyouk Lee. Payroll run: Aug 16th - Aug 31st: Cameron 
2025-08-29,420131 - Social Security - Employer - CHP,230.62,,Journal Entry,ACC-JV-2025-00636,"211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 111006 - Mercury Checking (CHP-4128) - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Social Security - Employer for Vanessa Jane Quesnelle. Payroll run: Aug 16th - Aug 31st: 
2025-08-29,420131 - Social Security - Employer - CHP,193.75,,Journal Entry,ACC-JV-2025-00636,"211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 111006 - Mercury Checking (CHP-4128) - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Social Security - Employer for Jonathan Venuto. Payroll run: Aug 16th - Aug 31st: Cameron
2025-08-29,420132 - Employer Medicare Tax - CHP,39.10,,Journal Entry,ACC-JV-2025-00636,"211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 111006 - Mercury Checking (CHP-4128) - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Employer Medicare Tax for Soon Hyouk Lee. Payroll run: Aug 16th - Aug 31st: Cameron Healt
2025-08-29,420132 - Employer Medicare Tax - CHP,53.94,,Journal Entry,ACC-JV-2025-00636,"211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 111006 - Mercury Checking (CHP-4128) - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Employer Medicare Tax for Vanessa Jane Quesnelle. Payroll run: Aug 16th - Aug 31st: Camer
2025-08-29,420132 - Employer Medicare Tax - CHP,45.31,,Journal Entry,ACC-JV-2025-00636,"211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 111006 - Mercury Checking (CHP-4128) - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Employer Medicare Tax for Jonathan Venuto. Payroll run: Aug 16th - Aug 31st: Cameron Heal
2025-08-29,420135 - NJ Work Force Development/Supplemental Work Force - CHP,3.67,,Journal Entry,ACC-JV-2025-00636,"211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 111006 - Mercury Checking (CHP-4128) - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] New Jersey Workforce Development/Supplemental Workforce Funds for Jonathan Venuto. Payrol
2025-08-29,420136 - State Unemployment Insurance Tax - NJ - CHP,93.20,,Journal Entry,ACC-JV-2025-00636,"211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 111006 - Mercury Checking (CHP-4128) - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] State Unemployment Insurance Tax - NJ for Jonathan Venuto. Payroll run: Aug 16th - Aug 31
2025-08-29,420137 - New Jersey Employer SDI - CHP,15.63,,Journal Entry,ACC-JV-2025-00636,"211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 111006 - Mercury Checking (CHP-4128) - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] New Jersey Employer SDI for Jonathan Venuto. Payroll run: Aug 16th - Aug 31st: Cameron He
2025-08-29,420153 - Medical Deductions - Employer Contribution Expenses - CHP,250.00,,Journal Entry,ACC-JV-2025-00636,"211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 111006 - Mercury Checking (CHP-4128) - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Medical Deductions (contribution) expense for Soon Hyouk Lee. Payroll run: Aug 16th - Aug
2025-08-29,420153 - Medical Deductions - Employer Contribution Expenses - CHP,250.00,,Journal Entry,ACC-JV-2025-00636,"211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 111006 - Mercury Checking (CHP-4128) - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Medical Deductions (contribution) expense for Vanessa Jane Quesnelle. Payroll run: Aug 16
2025-08-29,420199 - Garnishment and Taxes not paid by Rippling - CHP,,1.30,Journal Entry,ACC-JV-2025-00636,"420136 - State Unemployment Insurance Tax - NJ - CHP, 420132 - Employer Medicare Tax - CHP, 420137 - New Jersey Employer SDI - CHP, 420135 - NJ Work Force Development/Supplemental Work Force - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP, 420131 - Social Security - Employer - CHP, 420104 - Salary - CHP",,[Rippling] SDI Withholding - NY for Vanessa Jane Quesnelle. Payroll run: Aug 16th - Aug 31st: Camero
2025-08-29,420199 - Garnishment and Taxes not paid by Rippling - CHP,,15.36,Journal Entry,ACC-JV-2025-00636,"420136 - State Unemployment Insurance Tax - NJ - CHP, 420132 - Employer Medicare Tax - CHP, 420137 - New Jersey Employer SDI - CHP, 420135 - NJ Work Force Development/Supplemental Work Force - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP, 420131 - Social Security - Employer - CHP, 420104 - Salary - CHP",,[Rippling] FLI Withholding - NY for Vanessa Jane Quesnelle. Payroll run: Aug 16th - Aug 31st: Camero
2025-08-30,111006 - Mercury Checking (CHP-4128) - CHP,,500.00,Journal Entry,ACC-JV-2025-00597,420306 - Google Search Ad Spend - CHP,,Note: Google
2025-08-30,112000 - Accounts Receivable (A/R) - CHP,"60,000.00",,Journal Entry,ACC-JV-2025-00703,311007 - Administrative Fee (MSO Services) - CHP,Integrative Mind PC,Note: For MSO services rendered August 2025.
2025-08-30,311007 - Administrative Fee (MSO Services) - CHP,,"60,000.00",Journal Entry,ACC-JV-2025-00703,Integrative Mind PC,,Note: For MSO services rendered August 2025.
2025-08-30,420306 - Google Search Ad Spend - CHP,500.00,,Journal Entry,ACC-JV-2025-00597,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Google
2025-09-01,111006 - Mercury Checking (CHP-4128) - CHP,,4.00,Journal Entry,ACC-JV-2025-00595,420214 - Software & Apps - CHP,,Note: DigitalOcean
2025-09-01,111006 - Mercury Checking (CHP-4128) - CHP,,25.11,Journal Entry,ACC-JV-2025-00596,420214 - Software & Apps - CHP,,Note: Frappe Cloud
2025-09-01,420214 - Software & Apps - CHP,4.00,,Journal Entry,ACC-JV-2025-00595,111006 - Mercury Checking (CHP-4128) - CHP,,Note: DigitalOcean
2025-09-01,420214 - Software & Apps - CHP,25.11,,Journal Entry,ACC-JV-2025-00596,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Frappe Cloud
2025-09-02,111006 - Mercury Checking (CHP-4128) - CHP,,156.02,Journal Entry,ACC-JV-2025-00594,420306 - Google Search Ad Spend - CHP,,Note: Google
2025-09-02,420306 - Google Search Ad Spend - CHP,156.02,,Journal Entry,ACC-JV-2025-00594,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Google
2025-09-03,111006 - Mercury Checking (CHP-4128) - CHP,,107.19,Journal Entry,ACC-JV-2025-00593,420221 - Indeed Expense - CHP,,Note: Indeed
2025-09-03,111006 - Mercury Checking (CHP-4128) - CHP,,522.60,Journal Entry,ACC-JV-2025-00590,420101 - Payroll Service Fees - CHP,,Note: PEOPLE CENTER
2025-09-03,111006 - Mercury Checking (CHP-4128) - CHP,,34.83,Journal Entry,ACC-JV-2025-00592,420091 - Office Supplies - CHP,,Note: Amazon
2025-09-03,111006 - Mercury Checking (CHP-4128) - CHP,,84.13,Journal Entry,ACC-JV-2025-00591,420101 - Payroll Service Fees - CHP,,Note: PEOPLE CENTER
2025-09-03,420091 - Office Supplies - CHP,34.83,,Journal Entry,ACC-JV-2025-00592,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Amazon
2025-09-03,420101 - Payroll Service Fees - CHP,522.60,,Journal Entry,ACC-JV-2025-00590,111006 - Mercury Checking (CHP-4128) - CHP,,Note: PEOPLE CENTER
2025-09-03,420101 - Payroll Service Fees - CHP,84.13,,Journal Entry,ACC-JV-2025-00591,111006 - Mercury Checking (CHP-4128) - CHP,,Note: PEOPLE CENTER
2025-09-03,420221 - Indeed Expense - CHP,107.19,,Journal Entry,ACC-JV-2025-00593,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Indeed
2025-09-04,111006 - Mercury Checking (CHP-4128) - CHP,,787.50,Journal Entry,ACC-JV-2025-00589,420452 - Legal Fees - Neil Belloff - CHP,,Note: NSBLaw
2025-09-04,420452 - Legal Fees - Neil Belloff - CHP,787.50,,Journal Entry,ACC-JV-2025-00589,111006 - Mercury Checking (CHP-4128) - CHP,,Note: NSBLaw
2025-09-05,111006 - Mercury Checking (CHP-4128) - CHP,"13,000.00",,Journal Entry,ACC-JV-2025-00584,311002 - Patient Fees - CHP,,Note: INTEGRATIVE MEDI
2025-09-05,111006 - Mercury Checking (CHP-4128) - CHP,,225.53,Journal Entry,ACC-JV-2025-00583,420083 - Team Meals - CHP,,Note: Colonie
2025-09-05,111006 - Mercury Checking (CHP-4128) - CHP,,219.15,Journal Entry,ACC-JV-2025-00588,420214 - Software & Apps - CHP,,Note: Notion
2025-09-05,111006 - Mercury Checking (CHP-4128) - CHP,,49.00,Journal Entry,ACC-JV-2025-00587,420301 - TMS Marketing Solutions Monthly - CHP,,Note: Leo Cook Digital
2025-09-05,111006 - Mercury Checking (CHP-4128) - CHP,,5.33,Journal Entry,ACC-JV-2025-00586,420214 - Software & Apps - CHP,,Note: Microsoft
2025-09-05,111006 - Mercury Checking (CHP-4128) - CHP,,55.31,Journal Entry,ACC-JV-2025-00585,420083 - Team Meals - CHP,,Note: Chipotle Mexican Grill
2025-09-05,111006 - Mercury Checking (CHP-4128) - CHP,,148.62,Journal Entry,ACC-JV-2025-00582,211799 - Payroll Clearing Account - CHP,,Note: RIPPLING PAYMENT - eden payroll stub
2025-09-05,111006 - Mercury Checking (CHP-4128) - CHP,,32.52,Journal Entry,ACC-JV-2025-00581,211799 - Payroll Clearing Account - CHP,,Note: RIPPLING PAYMENT
2025-09-05,111006 - Mercury Checking (CHP-4128) - CHP,32.52,,Journal Entry,ACC-JV-2026-00337,211799 - Payroll Clearing Account - CHP,,Note: Clearing correction for ACC-JV-2025-00581. Payroll clearing correction: Eden Tran Sep (taxes)
